timestamp,heart_rate,blood_oxygen,body_temp,resp_rate,step_count,activity,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,is_tampered
2024-04-01 00:00:00,163.0,90.90113632934144,36.312051755385305,13.0,100,Cycling,-1.0102994185016345,-0.3137775179370976,-1.2373703134694,37.323647002587904,156.47969794887774,-245.7922284777464,0
2024-04-01 00:00:10,60.0,97.7048145311903,37.721167645102724,19.0,7,Resting,1.4853404706844255,-0.2229701022649868,-0.01398350574135554,-1.0630771759969093,88.24324606383243,165.91036100082567,0
2024-04-01 00:00:20,115.0,96.16816884375575,37.728759885265774,13.0,171,Walking,-1.3206004972321477,-0.9100517088438274,-1.403447129770114,-240.4024687179645,235.15273986760815,-237.31405325685023,0
2024-04-01 00:00:30,177.0,95.98637178829861,38.85671185624723,22.0,95,Cycling,1.406346164060428,-0.8504598949736968,-0.9206044612464939,-206.88208411705222,193.51698134689366,-188.82096948683701,0
2024-04-01 00:00:40,63.0,92.9254042848157,37.327712419985126,19.0,161,Walking,1.0913903202978004,0.7958296280191446,-0.06907043763635912,-71.99570943930556,238.83051176671535,169.33455982137826,0
2024-04-01 00:00:50,89.0,96.83893354777678,38.0724228729182,24.0,34,Walking,0.4448826925624152,-1.982875431892777,-1.915441035804776,-179.58710858486404,-67.36243370627042,-140.60251358348435,0
2024-04-01 00:01:00,71.0,97.94797754820776,37.72491188219016,22.0,95,Running,1.4008827112904645,-1.618838311166646,1.0628904141874722,228.92133948865438,-7.811843243237291,170.56307336211182,0
2024-04-01 00:01:10,179.0,91.12858164943697,36.53028068730315,13.0,49,Walking,-0.6771595284701539,1.795239558018023,-1.2123404912573426,-232.94115257470187,-63.68712732766363,-131.82455605807402,0
2024-04-01 00:01:20,94.0,95.33521430980984,37.77619292326475,22.0,144,Walking,-1.335863417338449,-1.2519276725479727,1.4664450291422813,237.0246863543195,232.15286329888482,135.35415996661834,0
2024-04-01 00:01:30,136.0,91.0126518098741,37.62035012808846,16.0,1,Walking,-1.3718372995821775,-0.327516432500504,-1.910960690320556,78.27686013037402,-48.64565299482493,21.08820815810725,0
2024-04-01 00:01:40,111.0,98.72574019297645,37.48171798172807,15.0,181,Walking,-0.9185643447371836,1.398740544492008,0.12852676280712316,-46.38613803213997,-191.61905022522285,85.49693183513625,0
2024-04-01 00:01:50,90.0,95.07636722656348,37.54026880094543,12.0,43,Running,-0.21509147127978867,-1.9995905098966125,1.1066038197757777,19.716273061867412,-124.74505322224827,169.04067568722542,0
2024-04-01 00:02:00,161.0,98.07965689260757,36.49196391587661,23.0,101,Running,1.504091460324907,1.700716757883399,-1.0482062667493026,-44.93764392430421,-37.58991995093564,242.01420731548188,0
2024-04-01 00:02:10,166.0,93.68085637666215,37.390433193692004,19.0,176,Walking,-1.641857391369054,-1.7860455044145254,0.8302122408453196,36.60381254744772,51.49699697704045,-207.15409470470996,0
